nome,f1-score,indice jaccard,precision,dice,aji,best_loss,training_time,epochs_run
U-Net,0.49817592464387417,0.3820264395326376,0.5642772518098355,1.781104999780655,0.7878898525315561,0.9504963591694832,1039.6559646129608,36
PSPNet,0.32181342989206313,0.2275370811112225,0.4126729428768158,1.6838834196329118,0.7742426877955019,1.3691506877541542,843.3319895267487,32
LinkNet,0.48722046688199044,0.3683816336095333,0.5456703662872314,1.7058707296848297,0.7235847358134196,0.9410961583256722,955.5549578666687,33
