nome,f1-score,indice jaccard,precision,dice,aji,best_loss,training_time,epochs_run
U-Net,0.6325167909264564,0.513599668815732,0.6706506252288819,1.328020565956831,0.5750063700338368,0.5902765270322561,927.8650646209717,33
PSPNet,0.4843509875237942,0.3600403692573309,0.5208560660481453,1.0597818791866302,0.35458983881579004,0.8535461217164994,942.0144305229187,34
LinkNet,0.6135301642119885,0.49567656442523,0.6907272830605506,1.33634252846241,0.565634377141816,0.5545110879465938,980.6943566799164,35
