nome,f1-score,indice jaccard,precision,dice,aji,best_loss,training_time,epochs_run
U-Net,0.49556717872619627,0.3890248954296112,0.5684635579586029,1.6427760004997254,0.7355034533126765,0.9102090179920197,251.56978225708008,34
PSPNet,0.4288502886891365,0.3287112802267075,0.5176412016153336,1.7734490752220153,0.7927773018190536,1.0239074021577834,242.32841634750366,36
LinkNet,0.4822155714035034,0.3714398741722107,0.5436012923717499,1.7171228766441344,0.7615489577377965,0.8952009707689286,269.9952447414398,37
